,speaker,text,code
149003,A,"What, what kind of bait do you use to catch them?",qw
149004,B,"Oh, just, usually worms, night crawlers.",sd
149005,B,Sometimes fish eggs.,sd
149006,A,"Oh, really?",bh
149007,B,Sometimes,na
149008,A,Fish eggs?,b^m
149009,B,Yeah.,ny
149010,A,"Oh, I didn't know that.",sd
149011,A,Huh.,b
149012,B,"Just little, just little fish eggs.",sd
149013,A,Uh-huh.,b
149014,B,"And, uh, there's this one kind of cheese that you can put on the end of a hook",sd
149015,B,and it will stay relatively well,sd
149016,A,"Oh, I didn't know that.",sd
149017,B,Yeah,b
149018,A,That's a great way.,ba
149019,B,"and, and they really like that.",sd
149020,A,"I think that would probably be a good way to catch catfish,",sv
149021,B,Now I have never caught catfish.,sd
149022,A,personally I like to catch large mouth bass and catfish because they fight the best,sd
149023,B,Uh-huh.,b
149024,B,Because they fight the best,sd
149025,A,"But a, a catfish will really just tear into anything like that, like liver or, uh, cheese or anything that smells terrible",sd
149026,B,"Oh, is that right?",bh
149027,B,Now in Amarillo did you fish any of this ?,qy
149028,A,"Uh, no.",nn
149029,A,Actually I always used to go to my grandparents' in Oklahoma,sd
149030,A,"and they have the, uh, Lake Texoma right next to them.",sd
149031,A,"So the,",%
149032,A,"we used to catch some, uh, sand bass off Lake, there's a Roosevelt Bridge",sd
149033,A,"and what we'd do is let the line all the way to the bottom and crank up, you know turns on the reel about six to twelve times",sd
149034,B,Uh-huh.,b
149035,B,Right.,b
149036,A,and the fish would be sitting at different levels.,sd
149037,B,"Oh, how about that.",ba
149038,A,"So, yeah,",b
149039,A,you just leave it at that level,sd
149040,A,and in no time something would hit it,sd
149041,A,"and you could pull them up two and three times in a row,",sd
149042,A,"but you had to find out what level, how many cranks they were off the bottom.",sd
149043,A,"And if you left it on the bottom, there was a good chance that you'd catch catfish.",sd
149044,B,Oh.,b
149045,A,"And, of course, depending on how big your bait was, uh, you know, would be depending on what you caught.",sd
149046,B,"Oh, I think that is really interesting.",ba
149047,A,"Yeah,",b
149048,A,that was a lot of fun.,sd
149049,A,My grandfather used to do that,sd
149050,A,and we used to have a light at the top of the water.,sd
149051,B,Uh-huh.,b
149052,A,He'd really spoiled me in that respect.,sd
149053,B,"I think they're,",%
149054,B,"see, and I wish I could go fishing here because I don't really know much about the fishing here.",sd
149055,B,"I guess it would,",%
149056,B,"if you did it like you were just, uh, saying, that's pretty much like rainbow trout.",sd
149057,A,Uh-huh.,b
149058,B,"You bait the hook,",sd
149059,B,"you throw it in,",sd
149060,B,you troll it a little bit,sd
149061,A,Uh-huh.,b
149062,B,and then you wait,sd
149063,A,Yeah.,b
149064,B,and they troll it a little bit.,sd
149065,A,"Well, if you,",%
149066,A,do you have any friends with ponds?,qy
149067,B,No.,nn
149068,B,I don't,sd
149069,A,"I, uh,",%
149070,A,"well, if you can",%
149071,A,"well, or even a lake.",sd
149072,A,"If, uh,",%
149073,A,"seems like every time somebody's on the bank, all they want to do is throw it out just as far as they can and, uh, bring it in to you.",sv
149074,B,Yeah.,b
149075,A,But it's the opposite when you're fishing from a boat.,sd
149076,A,"You, you want to make it land right on the shore and then drag like a plastic worm and just have it come into the water like a, a regular animal or, or fish uh, well, you know, something coming off from the bank like they usually do",sd
149077,B,"Oh, uh-huh.",b
149078,B,Uh-huh.,b
149079,A,"So you don't have to really get, uh, fish from a boat, you know, because they're actually right there at the shore.",sd
149080,B,Huh.,b
149081,A,"But, I didn't used to be sold on plastic worms,",sd
149082,A,"but, uh, if,",%
149083,A,I am now,sd
149084,B,You are now.,b^m
149085,A,"Oh, yeah",b
149086,B,I've never used those.,sd
149087,B,That's really interesting.,sd
149088,A,Yeah.,b
149089,A,"It just, uh, just a slow reel",sd
149090,A,"and then let it sit on the bottom,",sd
149091,A,but the key is to always have your line tight.,sd
149092,B,"Yeah,",b
149093,B,yeah.,b
149094,A,"And that way you can feel when they're hitting it,",sd
149095,A,and believe me you'll know the difference.,sd
149096,B,"Uh, what kind of fish do you like the best to eat?",qw
149097,A,"Oh, crappie actually.",sd
149098,B,"Oh, do you",^g
149099,A,Yeah,ny
149100,A,"I've been fishing in the, the ocean.",sd
149101,A,We're about three hours from the ocean.,sd
149102,A,And I also like Spanish mackerel.,sd
149103,A,And you catch blues,sd
149104,A,"and, uh, that's a different kind of fishing off the pier, too.",sd
149105,A,Have you ever fished off the pier?,qy
149106,B,I've done fishing like that,sd
149107,B,"but, but, uh, tell me what, uh, where you'd catch crappie.",qw^d
149108,B,"My, my neighbor has gone before and, and done that,",sd
149109,A,Uh-huh.,b
149110,B,"but,",%
149111,A,"Oh, the best thing for crappie is those little spinner baits and, and jigs.",sd
149112,A,"Uh, they have like yellow, uh, fuzz on a hook, you know, that kind of comes out.",sd
149113,B,"Oh, oh, I know.",ba
149114,A,Yeah.,b
149115,B,"Uh, they're sort of like, well, I want to say flies,",sd
149116,B,"but not exactly like,",sd
149117,A,"Yeah,",b
149118,A,"get,",%
149119,A,but they're a little heavier,sd
149120,A,and they're bigger.,sd
149121,B,Yeah.,b
149122,A,Get the yellow ones.,ad
149123,B,The yellow.,b^m
149124,A,Those are the ticket,aa
149125,B,Okay,b
149126,A,"And let them drop to the bottom and maybe do a, a kind of a slow reel.",ad
149127,A,"You don't even have to have a good rod or anything. Just, just even a regular line",sd
149128,B,Uh-huh.,b
149129,A,and you throw it out,sd
149130,A,"and, uh, the, the other thing that's real good is small, uh,",sd
149131,A,it's a real small rapalla .,sd
149132,A,It's about an inch and a half long,sd
149133,A,"and they're pure all silver, something real shiny about that long.",sd
149134,B,Uh-huh.,b
149135,A,They'll go after that in a heartbeat also. Just anything that really shines or spins.,sd
149136,B,"Yeah,",b
149137,B,"my mom, she just loves to fish",b
149138,B,"and she has a lot of those, those little, uh,",sd
149139,B,they almost look neon.,sd
149140,B,"You know, they're just real colorful things on, onto her end.",sd
149141,A,"Oh, yeah,",b
149142,A,yeah.,b
149143,A,That's it.,sd
149144,B,Yeah.,b
149145,B,And she she's really a good fisher woman.,sd
149146,A,"Oh, really?",bh
149147,B,Yeah.,ny
149148,A,That's neat.,ba
149149,B,"Well, you sound like you're a good fisher woman, too.",sv
149150,B,"Hi, Clarice.",fp
149151,B,"Um, have you had a family reunion recently?",qy
149152,A,"Yes,",ny
149153,A,"just this last summer we went back to Utah,",sd
149154,A,"and we met, it was my,",sd
149155,A,"we usually go to my family reunion,",sd
149156,A,but this one was my husband's,sd
149157,B,Uh-huh.,b
149158,A,"and they're usually quite similar, I think.",sd
149159,B,Are you both from Utah originally?,qy
149160,A,"No,",nn
149161,A,he's from here,sd
149162,B,"Oh, uh-huh.",bk
149163,A,"but, uh, most of his people are from Oregon,",sd
149164,A,so we kind of met halfway,sd
149165,B,Uh-huh.,b
149166,A,"and so, this was one,",sd
149167,A,"and they, um, planned it up in the mountains and got a cabin and had, you know,",sd
149168,B,"Oh, how nice.",ba
149169,A,"things like that have to be planned,",sv
149170,A,like they had planned,sd
149171,A,"that, we went to the reunion in end of June and first of July that part the fourth of July weekend,",sd
149172,B,Uh-huh.,b
149173,B,Uh-huh.,b
149174,A,"but we had to plan everything like clear in December, January to reserve that.",sd
149175,B,"Sure,",b
149176,B,"sure,",b
149177,B,"Now was this his entire family, cousins, aunts, uncles like that or his immediate family?",qy
149178,A,Uh-huh.,b
149179,A,No,nn
149180,B,"Oh, wow.",ba
149181,A,this was everybody.,sd
149182,B,"Oh wow,",ba
149183,B,how many people were there?,qw
149184,A,"Oh, I, oh, I, jeez, I think over, um, three hundred were there.",sd
149185,B,Wow.,ba
149186,A,It was quite a large,sd
149187,B,Wow.,ba
149188,A,"it was a great big lodge,",sd
149189,A,"and so we had plenty of room and everything,",sd
149190,A,"and some of them live in that area,",sd
149191,A,so it wasn't too hard for them to come in the day and leave.,sd
149192,B,Uh-huh.,b
149193,A,"But, um, that was a great big thing,",sd
149194,A,"and we do that with his family about every five years,  a great big one.",sd
149195,A,"And then like immediate family we do, like we try to do one thing once a year.",sd
149196,B,"Now how many, how many people are in his immediate family?",qw
149197,A,"Well, he has eight brothers and sisters",sv
149198,B,"Oh, wow.",ba
149199,A,so that's big by itself.,sd
149200,B,"Wow,",ba
149201,B,"it really is,",aa
149202,B,and you get together once a year.,qy^d
149203,A,Yeah.,ny
149204,B,"Wow,",ba
149205,A,So we have a little shindig with them.,sd
149206,B,"Are they all here in the area,",qy
149207,B,or are they scattered?,qrr
149208,A,"Um they're close, in a close proximity.",sd
149209,A,"Um, let's see,",^h
149210,A,"there are four of them who live here in Texas, and his mom and dad.",sd
149211,B,Uh-huh.,b
149212,A,"So, um, the others live in close neighboring, um, states, like Nevada, Arizona I think like that,",sd
149213,B,Uh-huh.,b
149214,A,yeah,%
149215,B,"Oh wow,",ba
149216,B,that's wonderful.,sd
149217,A,"so, it's been fun.",sd
149218,A,How about you?,qo
149219,B,"Well, we don't really get together,",sd
149220,B,"I, I would love to,",sd
149221,B,"and that's why I checked that I wanted to do that, because I would love to plan a family reunion sometime.",sd
149222,B,"Um, I have a sister in Colorado, and, uh, a sister in upstate New York, and a sister in Connecticut, and here I am in Texas.",sd
149223,B,So we're kind of scattered right now.,sd
149224,A,Uh-huh.,b
149225,B,"And, uh, my, my cousins have a, you know, they put on a family reunion, um, once a year,",sd
149226,B,"but it's always like the second week in September,",sd
149227,B,"so it's,",%
149228,B,the kids are already back in school,sd
149229,A,Uh-huh.,b
149230,B,"and so, and that's back in the",sd
149231,A,That's hard.,ba
149232,B,"and that's in New York,",sd
149233,B,"and there's no way, I mean there's just no possible way.",sd
149234,A,"Yeah,",b
149235,A,Yeah.,b
149236,B,"And it's not really a weekend,",sd
149237,B,"it's just like a day kind of thing, because most of them are, you know, um,",sd
149238,B,"my family moved to Connecticut,",sd
149239,B,"the rest of the family stayed in New York and, uh, on Long Island,",sd
149240,A,Uh-huh.,b
149241,B,"and so, they're all kind of local and close,",sd
149242,B,"and so they just have a, you know, a day picnic,",sd
149243,B,"and, uh, I've always thought it would be so neat, even if it were just my immediate family, to have like a weekend type thing",sd
149244,A,Yeah.,b
149245,B,that would be so wonderful,sd
149246,A,"It really is fun,",sd
149247,A,"and my mom's family does it once a year, just like you said",sd
149248,B,Uh-huh.,b
149249,A,"once a year, um, they have a, a, a Wednesday through a, a Saturday type thing.",sd
149250,A,You can come and go as you please type thing.,sd
149251,B,"Oh, wow.",ba
149252,A,And they do that once a year.,sd
149253,A,"I kind of missed it this year, and felt bad,",sd
149254,A,"but you can't go every year,",sv
149255,A,you just cannot do that.,sv
149256,B,"Yeah,",b
149257,B,"yeah,",b
149258,B,Yeah.,b
149259,A,Um.,b
149260,B,"And do they, they have a hotel,",qy
149261,B,or where do you stay?,qrr
149262,A,"Um, basically, they just stay with each other, brothers or sisters.",sd
149263,A,"There are enough in the area to, to just kind of span yourself out.",sd
149264,B,"Take everybody,",^2
149265,B,yeah.,%
149266,A,"Whoever's mom and dad it is, you usually go and stay with them,",sd
149267,A,"like I go stay with my mother,",sd
149268,A,"and my cousins, they just go stay with their mom and dad, you know kind of thing.",sd
149269,B,"Uh-huh,",b
149270,B,uh-huh.,b
149271,A,"And so it's not hard in, in that respect because they all are pretty centralized in one Utah area",sd
149272,B,"Yeah,",b
149273,B,"yeah,",b
149274,A,"so that's not hard,",sd
149275,A,"but the real planning, that's the real key",sd
149276,B,"Oh, that sounds so wonderful,",ba
149277,B,isn't that nice.,qh
149278,B,Yeah.,b
149279,A,"and they send out,",sd
149280,A,"my mom's family now,",sd
149281,A,"this is the first reunion with my husband's family I've really been involved with,",sd
149282,A,"but my mom's family, each brother and sister takes a turn one year,",sd
149283,A,and that's how they divide it up,sd
149284,B,Uh-huh.,b
149285,B,But then one brother and sister from each family.,sd
149286,B,Uh-huh.,b
149287,A,and each one of them take their turn.,sd
149288,B,"Oh, wow,",ba
149289,B,uh-huh.,b
149290,A,"And then the, the parent who's turn it is, the child whose turn it is her children help her,",sd
149291,B,Uh-huh.,b
149292,A,like if it was my mother's turn all of us children would help her put it on kind of thing.,sd
149293,B,"Oh, I see, uh-huh.",ba
149294,B,Uh-huh.,b
149295,B,Uh-huh.,b
149296,B,"Oh, wow,",ba
149297,A,"Yeah,",b
149298,A,"and, um, the thing is, that, um, the, the real part is there are two mailings that go out,",sd
149299,A,"and the first one is to just kind of give an approximate date and time so you can start making,",sd
149300,A,Okay.,"fo_o_fw_""_by_bc"
149301,A,What do you think of the public school system?,qw
149302,A,"First off, do you have children that are in it?",qy
149303,B,I have children that are in the Plano Public School systems,na
149304,B,"and I am a substitute teacher at this point looking for a full-time job in the public school,  system",sd
149305,A,"Oh, okay",bk
149306,B,"So,",%
149307,A,"Well then, you should be a good one to know because I, my children are grown now.",sv
149308,A,"I now have grandchildren,  in the school system",sd
149309,B,Oh.,b
149310,A,"so, uh, I don't have firsthand experience right now,  with it.",sd
149311,B,"Uh-huh,",b
149312,B,uh-huh.,b
