Title,Description,Category,Top,URL,Label
Wedding videographers question?,Is it possible to edit around ten hours of footage with iMovie06? In iMovie preferences>import it says :limit scene length to ... minutes. The max amount allowed is 59.But if I have ten tapes that would be 600 minutes! Does it mean that I can only edit 1 miniDV per time? ;I dont understand please help.,Software,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071210021932AAVEf5F,0
why SK should not be abolished!!!???,what are the popuse of this SK federation in this time,Law Enforcement & Police,Politics & Government,https://answers.yahoo.com/question/index?qid=20071210051810AA3twRD,1
"If someone age ""8"" has a rating of 1800 are they(if answer is yes or no please give reason why) a genius?",What is a sign of a genius in chess?,Board Games,Games & Recreation,https://answers.yahoo.com/question/index?qid=20071210183940AA6BeJk,1
butterfingers or hersheys?,which 1 is better 2 u?,Other - Food & Drink,Food & Drink,https://answers.yahoo.com/question/index?qid=20071211175825AAAe0Bi,1
who is like me??????,they like people who most kids would rate like 4- an im like a 6-7,Singles & Dating,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071211201837AAvO3mB,1
Is this just braxton hicks? I'm 32 weeks pregnant?,When I was in labour with my first son I had a lazy uterus and had no proper contractions more like just one long one and when I was really far into labour evertime I moved I got a contraction. ; ;I know I'm not in labour now as I have no pain whatsoever just a slight pressure which I'm sure is perfectly normal. ; ;For the past few days I keep noticing my tummy going rock hard but not just for a minute or two it lasts up to 30 mins. Is this just braxton hicks? ; ;I don't see any need for calling midwife or anything as I've had no other symptoms just wondering if anybody else has experienced this. ; ;Thanks xx,Pregnancy,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20071212083005AAwbolS,0
I am not being able to remove Printmaster(this is an old one I put on)off of control panel.?,I had an old Printmaster disk I wanted to make a poster I installed it I thougt I think it even when to the internet. It shows up on control panel it will not let you remove it.  I went into add/remove programs and highlighted it and hit change/remove box and then a warning box pops up stating a verison of this product is already installed. You must uninstall by using add/remove program in the control panel.  Then some kind of wizard box pops up and says please wait stop now existing.  That is what I was doing I don't understand.  I have asked this question 3 times now and no one can help yet they are trying. The funny thing is that I go to program files and there is no  uninstall file or a printmaster file however under control panel the printmaster is there.  What is going on help.  I need to have it explained to me what to do step by step I am one of the computer dummies. HELP..............I have a mess.  Also why would I not have an uninstall file?,Software,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071213083425AAMihfq,0
Is this too much to get a friend for christmas?,I am getting her a camera for her christmas.. ;She doesn't have much money and out of work so she cant get anything.. but i really dont care. but id like to get her something like a camera which she really wants.. ; ;What you think?,Friends,Family & Relationships,https://answers.yahoo.com/question/index?qid=20071214203204AA69Bjk,1
Wat do ya do witj ur points?,Hi u no how u get points on this site? ;well wat do ya do with them? ;Do u buy things? ;Plz help,Yahoo! Answers,Yahoo! Products,https://answers.yahoo.com/question/index?qid=20071215141308AAlbYQJ,0
my friend texts me thru aim and it wasts my money and he does it on purpose how do i stop it?, ,Other - Yahoo! Messenger,Yahoo! Products,https://answers.yahoo.com/question/index?qid=20071215180020AATwukQ,1
which is more expensive. Hollister Banana Republic Guess etc?,Can you guys put these in most expensive to least. I'm not a shopping person so I wouldn't know but I've heard people talk about these brand so I am just curious. Thank you guys ; ;Burberry ;Banana Republic ;Hollister ;Guess ;DKNY ;BEBE ;Virgin- is that a clothing store?? ;H&M ;American Eagle,Fashion & Accessories,Beauty & Style,https://answers.yahoo.com/question/index?qid=20071219225103AA6AI47,0
Changing the rear struts on my 1992 Chevy Lumina?,I need to replace the rear struts on my 1992 Lumina.  Is this hard to do?  I know my rear struts do not have the big spring.  I looked and saw the large nut in the trunk where it attaches and it looks like three bolts down by the wheel.  Do you have any tips or suggestions.  I priced the struts at the parts store and they were like $54.  I got a quote from a repair shop and they quoted $500.  So you can clearly see why I would prefer to do this myself.  I have changed things like water pumps timing belts and brakes myself so im not afraid to try anything.  Any tips help or advice would be greatly appreciated.,Maintenance & Repairs,Cars & Transportation,https://answers.yahoo.com/question/index?qid=20071220045719AAunPrb,1
does the xbox 360 play bleuray disc?, ,Video & Online Games,Games & Recreation,https://answers.yahoo.com/question/index?qid=20071222124446AAvqPCP,0
What should i do?,Found out i'm pregnant My boyfriend at first wanted to keep it and now he doesnt want to but i really do and he will not be happy if i keep it and dont think he will stick around anyone got any advice?,Pregnancy,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20071223140058AAbfpsk,1
how much??,how much is a Water Bra from Victoria Secrets?  ;How much are chicken cutlets from Victoria secrets?,Adolescent,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20071224135540AAzNidD,0
How many hours at day do i have to workout? to get a six pack?, ,Men's Health,Health,https://answers.yahoo.com/question/index?qid=20071226024414AAZZer5,0
The fallout of a critical partner's actions?,When I was with my girlfriend she used to constantly criticize me but mostly when we were having sex. Everything was wrong or stupid or hurt (this was the first person I'd ever had sex with) and she repeatedly made me feel bad about myself to the point where my self esteem/confidence were completely destroyed. Now that we are apart I still feel the effect of what she said to me and I can't enjoy being with someone for the life of me because I am thinking about all the stuff I must be doing wrong. Is it normal to continue to feel so bad about myself even though the relationship has ended?,Psychology,Social Science,https://answers.yahoo.com/question/index?qid=20071226163743AAD60av,1
iTunes to iPod?,how do i get music from iTunes onto my iPod?,Music & Music Players,Consumer Electronics,https://answers.yahoo.com/question/index?qid=20071227063146AAOEqXo,0
where the maximum bangladeshi population located in london?, ,Other - Cultures & Groups,Society & Culture,https://answers.yahoo.com/question/index?qid=20071227154336AA8WzqH,0
Hello Friends Anybody can help me to get good stock in Indian Stock market for investing.?, ,Investing,Business & Finance,https://answers.yahoo.com/question/index?qid=20071228093737AAbLJzH,0
can someone pleace tell me how to create a website?????,i am interested in creating a webpage or website but i dont know how to do that can someone pleace tell me????,Security,Computers & Internet,https://answers.yahoo.com/question/index?qid=20071231120134AAYTxKE,0
is there any fertility drug i can buy over the counter?,like clomid .. etc i live in uk,Trying to Conceive,Pregnancy & Parenting,https://answers.yahoo.com/question/index?qid=20071231122046AAX990l,0
hours long?,A car averages 55mph for the first 4 hours of a trip and averages 70 mph for each additonal hour.the average speed for the entire trip was 60mph.how many hours long is the trip?,Other - Education,Education & Reference,https://answers.yahoo.com/question/index?qid=20080102092823AApnagZ,0
Best site for Vegetarian & Vegan Food Pyramid?,"Number of body-builders at my gym those vegetarians & Vegans are in increase. ; ;Show me ""Vegetarian & Vegan Food Pyramid"" that I can print & display on my gym wall.",Vegetarian & Vegan,Food & Drink,https://answers.yahoo.com/question/index?qid=20080102191200AA89BEo,0
Who's avatar really looks like them???,I think some people (bruce) are fibbing !!!,Other - Yahoo! Products,Yahoo! Products,https://answers.yahoo.com/question/index?qid=20080103123535AA2qJYx,1
